run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
6.000	43.119	3.789	0.976	0.522
6.099	41.136	3.758	1.013	0.649
6.201	36.669	3.200	1.101	0.743
6.301	35.905	5.133	1.005	0.610
6.399	29.118	4.608	0.827	0.198
6.500	35.048	3.351	0.878	0.145
6.601	41.077	3.524	0.961	0.090
6.699	39.364	2.882	1.003	1.232
6.800	39.331	3.735	0.961	1.448
6.901	39.643	3.220	0.896	0.856
6.999	38.134	2.835	0.976	0.728
7.099	37.683	4.500	1.000	0.687
7.200	37.708	3.028	0.917	3.052
7.300	47.244	3.913	1.019	1.850
7.400	57.628	3.061	0.999	1.045
7.500	32.834	3.528	0.866	0.845
7.601	34.324	4.329	0.675	0.506
